Date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
04/02/2015 18:23,22.7,27.5,0,667,0.004694,0
04/02/2015 18:23,22.66666667,27.42666667,0,664.5,0.004672,0
04/02/2015 18:24,22.7,27.6,0,670,0.004711,0
04/02/2015 18:26,22.6,27.42666667,0,670.3333333,0.004653,0
04/02/2015 18:27,22.6,27.39,0,672,0.004646,0
04/02/2015 18:28,22.6,27.35666667,0,658,0.004641,0
04/02/2015 18:29,22.6,27.445,0,660.5,0.004656,0
04/02/2015 18:29,22.6,27.42666667,0,658,0.004653,0
04/02/2015 18:30,22.6,27.445,0,655,0.004656,0
04/02/2015 18:32,22.6,27.445,0,654.25,0.004656,0
04/02/2015 18:33,22.6,27.39,0,648,0.004646,0
04/02/2015 18:34,22.5,27.32333333,0,648.6666667,0.004607,0
04/02/2015 18:35,22.5,27.445,0,646,0.004627,0
04/02/2015 18:36,22.5,27.5,0,646,0.004637,0
04/02/2015 18:36,22.5,27.445,0,641.5,0.004627,0
04/02/2015 18:38,22.39,27.29,0,639,0.00457,0
04/02/2015 18:39,22.5,27.5,0,640,0.004637,0
04/02/2015 18:40,22.39,27.34,0,630.5,0.004579,0
04/02/2015 18:40,22.39,27.35666667,0,629.3333333,0.004581,0
04/02/2015 18:42,22.39,27.5,0,632,0.004606,0
04/02/2015 18:42,22.39,27.5,0,636.5,0.004606,0
04/02/2015 18:43,22.39,27.5,0,627.5,0.004606,0
04/02/2015 18:45,22.39,27.39,0,626,0.004587,0
04/02/2015 18:46,22.39,27.5,0,625.5,0.004606,0
04/02/2015 18:47,22.34,27.39,0,623.5,0.004573,0
04/02/2015 18:48,22.39,27.46333333,0,624.6666667,0.004599,0
04/02/2015 18:49,22.39,27.39,0,622,0.004587,0
04/02/2015 18:49,22.29,27.39,0,621,0.004559,0
04/02/2015 18:51,22.34,27.39,0,626.5,0.004573,0
04/02/2015 18:52,22.29,27.39,0,622,0.004559,0
04/02/2015 18:53,22.39,27.39,0,620,0.004587,0
04/02/2015 18:53,22.29,27.39,0,621.5,0.004559,0
04/02/2015 18:55,22.29,27.35666667,0,616.3333333,0.004553,0
04/02/2015 18:55,22.29,27.34,0,609,0.004551,0
04/02/2015 18:56,22.29,27.39,0,614,0.004559,0
04/02/2015 18:58,22.29,27.34,0,613.5,0.004551,0
04/02/2015 18:59,22.29,27.34,0,611,0.004551,0
04/02/2015 19:00,22.29,27.39,0,612,0.004559,0
04/02/2015 19:01,22.29,27.29,0,608,0.004542,0
04/02/2015 19:01,22.29,27.29,0,605.5,0.004542,0
04/02/2015 19:02,22.2675,27.315,0,608.5,0.00454,0
04/02/2015 19:04,22.2,27.29,0,608.5,0.004517,0
04/02/2015 19:05,22.245,27.29,0,602.5,0.00453,0
04/02/2015 19:06,22.2,27.29,0,598,0.004517,0
04/02/2015 19:07,22.2,27.29,0,595,0.004517,0
04/02/2015 19:08,22.2,27.29,0,591,0.004517,0
04/02/2015 19:08,22.245,27.245,0,591,0.004522,0
04/02/2015 19:09,22.2,27.2,0,595,0.004502,0
04/02/2015 19:11,22.2,27.29,0,594.3333333,0.004517,0
04/02/2015 19:12,22.2,27.29,0,593.5,0.004517,0
04/02/2015 19:13,22.2,27.29,0,592,0.004517,0
04/02/2015 19:14,22.15,27.245,0,586.5,0.004496,0
04/02/2015 19:14,22.2,27.2,0,586,0.004502,0
04/02/2015 19:15,22.15,27.245,0,586,0.004496,0
04/02/2015 19:17,22.2,27.245,0,584.5,0.00451,0
04/02/2015 19:18,22.1,27.245,0,584.5,0.004482,0
04/02/2015 19:19,22.1,27.2,0,585.5,0.004475,0
04/02/2015 19:20,22.13333333,27.2,0,584.6666667,0.004484,0
04/02/2015 19:21,22.2,27.2,0,577,0.004502,0
04/02/2015 19:21,22.1,27.2,0,580,0.004475,0
04/02/2015 19:23,22.125,27.2,0,582,0.004482,0
04/02/2015 19:24,22.2,27.2,0,580,0.004502,0
04/02/2015 19:25,22.1,27.15,0,578,0.004466,0
04/02/2015 19:25,22.1,27.2,0,576.5,0.004475,0
04/02/2015 19:27,22.1,27.2,0,580,0.004475,0
04/02/2015 19:27,22.1,27.2,0,572.5,0.004475,0
04/02/2015 19:28,22.1,27.2,0,567,0.004475,0
04/02/2015 19:30,22.1,27.2,0,568,0.004475,0
04/02/2015 19:31,22.1,27.2,0,574.5,0.004475,0
04/02/2015 19:32,22.1,27.2,0,564.3333333,0.004475,0
04/02/2015 19:33,22.1,27.2,0,563,0.004475,0
04/02/2015 19:34,22.1,27.15,0,564.5,0.004466,0
04/02/2015 19:34,22.06666667,27.16666667,0,566.3333333,0.00446,0
04/02/2015 19:36,22.1,27.1,0,562,0.004458,0
04/02/2015 19:37,22,27.1,0,565.5,0.004431,0
04/02/2015 19:38,22,27.1,0,570,0.004431,0
04/02/2015 19:38,22.05,27.15,0,562,0.004453,0
04/02/2015 19:40,22,27.1,0,560,0.004431,0
04/02/2015 19:40,22,27.1,0,558,0.004431,0
04/02/2015 19:41,22,27.1,0,556,0.004431,0
04/02/2015 19:43,22,27.1,0,557,0.004431,0
04/02/2015 19:44,21.9175,27.1,0,556.5,0.004408,0
04/02/2015 19:45,21.945,27.1,0,557.5,0.004416,0
04/02/2015 19:46,21.92666667,27.1,0,555,0.004411,0
04/02/2015 19:46,21.89,27.1,0,555,0.004401,0
04/02/2015 19:47,21.89,27.1,0,553,0.004401,0
04/02/2015 19:49,21.89,27.1,0,549.5,0.004401,0
04/02/2015 19:50,21.89,27.1,0,548.5,0.004401,0
04/02/2015 19:51,21.89,27.1,0,551.5,0.004401,0
04/02/2015 19:52,21.89,27.1,0,548.5,0.004401,0
04/02/2015 19:53,21.89,27.1,0,548,0.004401,0
04/02/2015 19:53,21.89,27.1,0,547.5,0.004401,0
04/02/2015 19:54,21.89,27.1,0,553,0.004401,0
04/02/2015 19:56,21.84,27.1,0,547.5,0.004388,0
04/02/2015 19:57,21.85666667,27.1,0,548.6666667,0.004392,0
04/02/2015 19:58,21.79,27.1,0,540,0.004374,0
04/02/2015 19:59,21.79,27.1,0,538,0.004374,0
04/02/2015 19:59,21.79,27.1,0,542,0.004374,0
04/02/2015 20:00,21.79,27.1,0,542,0.004374,0
04/02/2015 20:02,21.79,27.1,0,538,0.004374,0
04/02/2015 20:03,21.79,27.1,0,537.6666667,0.004374,0
04/02/2015 20:04,21.79,27.1,0,537.5,0.004374,0
04/02/2015 20:05,21.79,27.1,0,536,0.004374,0
04/02/2015 20:06,21.745,27.1,0,534.5,0.004362,0
04/02/2015 20:06,21.7,27.1,0,532.5,0.00435,0
04/02/2015 20:08,21.76,27.1,0,530,0.004366,0
04/02/2015 20:09,21.745,27.05,0,529.5,0.004354,0
04/02/2015 20:10,21.79,27.05,0,531,0.004366,0
04/02/2015 20:10,21.73,27,0,533.3333333,0.004342,0
04/02/2015 20:12,21.745,27,0,531,0.004346,0
04/02/2015 20:12,21.745,27,0,529,0.004346,0
04/02/2015 20:13,21.745,27,0,528.5,0.004346,0
04/02/2015 20:15,21.7,27,0,525,0.004334,0
04/02/2015 20:16,21.7,27,0,528.5,0.004334,0
04/02/2015 20:17,21.7,27,0,530.5,0.004334,0
04/02/2015 20:18,21.7,26.89,0,528,0.004316,0
04/02/2015 20:19,21.7,26.89,0,526,0.004316,0
04/02/2015 20:19,21.7,26.89,0,530,0.004316,0
04/02/2015 20:21,21.7,26.89,0,533.3333333,0.004316,0
04/02/2015 20:22,21.7,26.89,0,529,0.004316,0
04/02/2015 20:23,21.7,26.89,0,528,0.004316,0
04/02/2015 20:23,21.7,26.89,0,526,0.004316,0
04/02/2015 20:25,21.7,26.89,0,526,0.004316,0
04/02/2015 20:25,21.7,26.79,0,521,0.0043,0
04/02/2015 20:26,21.7,26.79,0,518,0.0043,0
04/02/2015 20:28,21.7,26.79,0,515.5,0.0043,0
04/02/2015 20:29,21.7,26.79,0,520,0.0043,0
04/02/2015 20:30,21.7,26.7675,0,523.5,0.004296,0
04/02/2015 20:31,21.7,26.79,0,525.5,0.0043,0
04/02/2015 20:31,21.7,26.79,0,525.5,0.0043,0
04/02/2015 20:32,21.7,26.79,0,514,0.0043,0
04/02/2015 20:34,21.7,26.7,0,518,0.004285,0
04/02/2015 20:35,21.7,26.7,0,518,0.004285,0
04/02/2015 20:36,21.7,26.7,0,520,0.004285,0
04/02/2015 20:37,21.6,26.7,0,521,0.004259,0
04/02/2015 20:38,21.6,26.6,0,518,0.004243,0
04/02/2015 20:38,21.6,26.65,0,517,0.004251,0
04/02/2015 20:39,21.6,26.6,0,511.5,0.004243,0
04/02/2015 20:41,21.65,26.65,0,514,0.004264,0
04/02/2015 20:42,21.6,26.55,0,515.5,0.004235,0
04/02/2015 20:43,21.6,26.5,0,517,0.004227,0
04/02/2015 20:44,21.6,26.5,0,515,0.004227,0
04/02/2015 20:44,21.6,26.5,0,512,0.004227,0
04/02/2015 20:45,21.6,26.5,0,515,0.004227,0
04/02/2015 20:47,21.65,26.55,0,511,0.004248,0
04/02/2015 20:48,21.6,26.5,0,514,0.004227,0
04/02/2015 20:49,21.6,26.445,0,508,0.004218,0
04/02/2015 20:50,21.6,26.4725,0,509.75,0.004222,0
04/02/2015 20:51,21.6,26.445,0,508.75,0.004218,0
04/02/2015 20:51,21.6,26.445,0,508.5,0.004218,0
04/02/2015 20:53,21.6,26.39,0,507,0.004209,0
04/02/2015 20:54,21.6,26.39,0,507,0.004209,0
04/02/2015 20:55,21.6,26.39,0,503.5,0.004209,0
04/02/2015 20:55,21.6,26.39,0,504,0.004209,0
04/02/2015 20:57,21.6,26.39,0,504,0.004209,0
04/02/2015 20:57,21.575,26.315,0,500.5,0.004191,0
04/02/2015 20:58,21.6,26.29,0,500,0.004193,0
04/02/2015 21:00,21.6,26.29,0,503.5,0.004193,0
04/02/2015 21:01,21.55,26.245,0,503,0.004173,0
04/02/2015 21:02,21.55,26.245,0,502.5,0.004173,0
04/02/2015 21:03,21.5,26.2,0,502,0.004153,0
04/02/2015 21:04,21.56666667,26.2,0,502,0.00417,0
04/02/2015 21:04,21.5,26.2,0,502.5,0.004153,0
04/02/2015 21:06,21.5,26.2,0,497,0.004153,0
04/02/2015 21:07,21.5,26.15,0,501.5,0.004145,0
04/02/2015 21:08,21.5,26.15,0,504,0.004145,0
04/02/2015 21:08,21.5,26.1,0,501,0.004137,0
04/02/2015 21:10,21.5,26.1,0,493.75,0.004137,0
04/02/2015 21:10,21.5,26.1,0,500,0.004137,0
04/02/2015 21:11,21.5,26.1,0,504.5,0.004137,0
04/02/2015 21:13,21.5,26.05,0,504,0.004129,0
04/02/2015 21:14,21.5,26.1,0,501,0.004137,0
04/02/2015 21:15,21.5,26,0,499,0.004121,0
04/02/2015 21:16,21.5,26,0,502,0.004121,0
04/02/2015 21:16,21.5,26,0,503.5,0.004121,0
04/02/2015 21:17,21.5,26,0,500.6666667,0.004121,0
04/02/2015 21:19,21.5,26,0,493,0.004121,0
04/02/2015 21:20,21.5,26,0,492.5,0.004121,0
04/02/2015 21:21,21.5,26,0,493,0.004121,0
04/02/2015 21:22,21.5,25.89,0,495.5,0.004103,0
04/02/2015 21:23,21.5,26,0,492.6666667,0.004121,0
04/02/2015 21:23,21.5,26,0,490,0.004121,0
04/02/2015 21:24,21.5,25.92666667,0,493,0.004109,0
04/02/2015 21:26,21.5,25.89,0,494.6666667,0.004103,0
04/02/2015 21:27,21.5,25.89,0,496,0.004103,0
04/02/2015 21:28,21.5,25.89,0,491,0.004103,0
04/02/2015 21:29,21.5,25.84,0,490.5,0.004096,0
04/02/2015 21:29,21.5,25.84,0,490,0.004096,0
04/02/2015 21:30,21.5,25.89,0,491,0.004103,0
04/02/2015 21:32,21.5,25.89,0,491.6666667,0.004103,0
04/02/2015 21:33,21.5,25.89,0,493.5,0.004103,0
04/02/2015 21:34,21.4725,25.865,0,493.75,0.004093,0
04/02/2015 21:35,21.5,25.84,0,490,0.004096,0
04/02/2015 21:36,21.5,25.79,0,488,0.004088,0
04/02/2015 21:36,21.5,25.79,0,490,0.004088,0
04/02/2015 21:38,21.5,25.79,0,487,0.004088,0
04/02/2015 21:39,21.445,25.745,0,492.5,0.004067,0
04/02/2015 21:40,21.445,25.745,0,493.5,0.004067,0
04/02/2015 21:40,21.46333333,25.76,0,493.3333333,0.004074,0
04/02/2015 21:42,21.445,25.745,0,488,0.004067,0
04/02/2015 21:42,21.5,25.79,0,487.5,0.004088,0
04/02/2015 21:43,21.42666667,25.73,0,485.3333333,0.00406,0
04/02/2015 21:45,21.39,25.7,0,484,0.004046,0
04/02/2015 21:46,21.39,25.7,0,489,0.004046,0
04/02/2015 21:47,21.445,25.745,0,488,0.004067,0
04/02/2015 21:48,21.5,25.79,0,493,0.004088,0
04/02/2015 21:49,21.39,25.7,0,491,0.004046,0
04/02/2015 21:49,21.445,25.745,0,488,0.004067,0
04/02/2015 21:51,21.445,25.745,0,487.25,0.004067,0
04/02/2015 21:52,21.39,25.7,0,489,0.004046,0
04/02/2015 21:53,21.5,25.79,0,489,0.004088,0
04/02/2015 21:53,21.39,25.7,0,486,0.004046,0
04/02/2015 21:55,21.42666667,25.73,0,484.6666667,0.00406,0
04/02/2015 21:55,21.39,25.7,0,485,0.004046,0
04/02/2015 21:56,21.39,25.7,0,487,0.004046,0
04/02/2015 21:58,21.39,25.7,0,492,0.004046,0
04/02/2015 21:59,21.39,25.7,0,490.6666667,0.004046,0
04/02/2015 22:00,21.39,25.7,0,488,0.004046,0
04/02/2015 22:01,21.39,25.7,0,485.5,0.004046,0
04/02/2015 22:01,21.39,25.7,0,486,0.004046,0
04/02/2015 22:02,21.39,25.7,0,485.5,0.004046,0
04/02/2015 22:04,21.39,25.7,0,486,0.004046,0
04/02/2015 22:05,21.39,25.7,0,480,0.004046,0
04/02/2015 22:06,21.39,25.7,0,481,0.004046,0
04/02/2015 22:07,21.39,25.7,0,481.6666667,0.004046,0
04/02/2015 22:08,21.39,25.7,0,485.5,0.004046,0
04/02/2015 22:08,21.39,25.7,0,485,0.004046,0
04/02/2015 22:09,21.39,25.7,0,473,0.004046,0
04/02/2015 22:11,21.39,25.7,0,475,0.004046,0
04/02/2015 22:12,21.39,25.7,0,486,0.004046,0
04/02/2015 22:13,21.39,25.7,0,481.5,0.004046,0
04/02/2015 22:14,21.39,25.7,0,483,0.004046,0
04/02/2015 22:14,21.39,25.7,0,479,0.004046,0
04/02/2015 22:15,21.39,25.7,0,479,0.004046,0
04/02/2015 22:17,21.39,25.7,0,479,0.004046,0
04/02/2015 22:18,21.34,25.7,0,479,0.004033,0
04/02/2015 22:19,21.39,25.7,0,479,0.004046,0
04/02/2015 22:20,21.39,25.7,0,477,0.004046,0
04/02/2015 22:21,21.39,25.7,0,477.5,0.004046,0
04/02/2015 22:21,21.29,25.7,0,477.5,0.004021,0
04/02/2015 22:23,21.34,25.7,0,480,0.004033,0
04/02/2015 22:24,21.29,25.7,0,480,0.004021,0
04/02/2015 22:25,21.34,25.7,0,482,0.004033,0
04/02/2015 22:25,21.32333333,25.7,0,480.3333333,0.004029,0
04/02/2015 22:27,21.34,25.7,0,477.5,0.004033,0
04/02/2015 22:27,21.29,25.7,0,476,0.004021,0
04/02/2015 22:28,21.39,25.7,0,479,0.004046,0
04/02/2015 22:30,21.39,25.7,0,471,0.004046,0
04/02/2015 22:31,21.29,25.7,0,474,0.004021,0
04/02/2015 22:32,21.29,25.7,0,477.5,0.004021,0
04/02/2015 22:33,21.34,25.7,0,476,0.004033,0
04/02/2015 22:34,21.29,25.7,0,474.25,0.004021,0
04/02/2015 22:34,21.39,25.7,0,475,0.004046,0
04/02/2015 22:36,21.29,25.7,0,476.5,0.004021,0
04/02/2015 22:37,21.34,25.7,0,474.5,0.004033,0
04/02/2015 22:38,21.29,25.7,0,478,0.004021,0
04/02/2015 22:38,21.29,25.7,0,475.3333333,0.004021,0
04/02/2015 22:40,21.29,25.7,0,477,0.004021,0
04/02/2015 22:40,21.29,25.7,0,475.5,0.004021,0
04/02/2015 22:41,21.29,25.7,0,477.5,0.004021,0
04/02/2015 22:43,21.29,25.7,0,477.5,0.004021,0
04/02/2015 22:44,21.29,25.7,0,478,0.004021,0
04/02/2015 22:45,21.29,25.7,0,473.5,0.004021,0
04/02/2015 22:46,21.29,25.7,0,472.5,0.004021,0
04/02/2015 22:46,21.29,25.7,0,472,0.004021,0
04/02/2015 22:47,21.29,25.7,0,469.5,0.004021,0
04/02/2015 22:49,21.29,25.7,0,466.6666667,0.004021,0
04/02/2015 22:50,21.29,25.7,0,467,0.004021,0
04/02/2015 22:51,21.29,25.7,0,469.5,0.004021,0
04/02/2015 22:52,21.2,25.6,0,469,0.003983,0
04/02/2015 22:53,21.29,25.7,0,471,0.004021,0
04/02/2015 22:53,21.29,25.7,0,469,0.004021,0
04/02/2015 22:54,21.26,25.66666667,0,467.3333333,0.004008,0
04/02/2015 22:56,21.245,25.65,0,471.5,0.004002,0
04/02/2015 22:57,21.23,25.63333333,0,471.6666667,0.003995,0
04/02/2015 22:58,21.29,25.7,0,475,0.004021,0
04/02/2015 22:59,21.2,25.6,0,471,0.003983,0
04/02/2015 22:59,21.2,25.6,0,471,0.003983,0
04/02/2015 23:00,21.245,25.65,0,471,0.004002,0
04/02/2015 23:02,21.245,25.65,0,474.5,0.004002,0
04/02/2015 23:03,21.2,25.6,0,475.5,0.003983,0
04/02/2015 23:04,21.2,25.6,0,474,0.003983,0
04/02/2015 23:05,21.2,25.6,0,469,0.003983,0
04/02/2015 23:06,21.2,25.6,0,474,0.003983,0
04/02/2015 23:06,21.2,25.6,0,474,0.003983,0
04/02/2015 23:08,21.2,25.6,0,468.5,0.003983,0
04/02/2015 23:09,21.2,25.6,0,469.5,0.003983,0
04/02/2015 23:10,21.2,25.6,0,472.5,0.003983,0
04/02/2015 23:10,21.2,25.6,0,467.5,0.003983,0
04/02/2015 23:12,21.2,25.6,0,469,0.003983,0
04/02/2015 23:12,21.2,25.55,0,466.5,0.003975,0
04/02/2015 23:13,21.2,25.5,0,469.5,0.003967,0
04/02/2015 23:15,21.2,25.5,0,469,0.003967,0
04/02/2015 23:16,21.2,25.5,0,467,0.003967,0
04/02/2015 23:17,21.2,25.5,0,467.3333333,0.003967,0
04/02/2015 23:18,21.2,25.5,0,467,0.003967,0
04/02/2015 23:19,21.2,25.5,0,464.5,0.003967,0
04/02/2015 23:19,21.2,25.445,0,466,0.003959,0
04/02/2015 23:21,21.2,25.5,0,473,0.003967,0
04/02/2015 23:22,21.2,25.39,0,475,0.00395,0
04/02/2015 23:23,21.2,25.39,0,471,0.00395,0
04/02/2015 23:23,21.2,25.39,0,470,0.00395,0
04/02/2015 23:25,21.2,25.39,0,466.25,0.00395,0
04/02/2015 23:25,21.2,25.39,0,467,0.00395,0
04/02/2015 23:26,21.2,25.39,0,473,0.00395,0
04/02/2015 23:28,21.2,25.39,0,468,0.00395,0
04/02/2015 23:29,21.2,25.39,0,463,0.00395,0
04/02/2015 23:30,21.2,25.39,0,466,0.00395,0
04/02/2015 23:31,21.2,25.39,0,467,0.00395,0
04/02/2015 23:31,21.2,25.29,0,468,0.003934,0
04/02/2015 23:32,21.2,25.39,0,468,0.00395,0
04/02/2015 23:34,21.2,25.29,0,468,0.003934,0
04/02/2015 23:35,21.2,25.34,0,465.5,0.003942,0
04/02/2015 23:36,21.2,25.39,0,464,0.00395,0
04/02/2015 23:37,21.2,25.34,0,464.5,0.003942,0
04/02/2015 23:38,21.2,25.29,0,465.6666667,0.003934,0
04/02/2015 23:38,21.2,25.365,0,465.75,0.003946,0
04/02/2015 23:39,21.2,25.39,0,464,0.00395,0
04/02/2015 23:41,21.2,25.39,0,467,0.00395,0
04/02/2015 23:42,21.15,25.39,0,466.5,0.003938,0
04/02/2015 23:43,21.2,25.39,0,465,0.00395,0
04/02/2015 23:44,21.2,25.39,0,462,0.00395,0
04/02/2015 23:44,21.2,25.39,0,459.6666667,0.00395,0
04/02/2015 23:45,21.2,25.29,0,458,0.003934,0
04/02/2015 23:47,21.2,25.34,0,462.5,0.003942,0
04/02/2015 23:48,21.2,25.29,0,467,0.003934,0
04/02/2015 23:49,21.2,25.29,0,466.5,0.003934,0
04/02/2015 23:50,21.2,25.29,0,463,0.003934,0
04/02/2015 23:51,21.2,25.29,0,465,0.003934,0
04/02/2015 23:51,21.2,25.29,0,463.25,0.003934,0
04/02/2015 23:53,21.2,25.29,0,460,0.003934,0
04/02/2015 23:54,21.2,25.29,0,457,0.003934,0
04/02/2015 23:55,21.2,25.29,0,456,0.003934,0
04/02/2015 23:55,21.245,25.245,0,454,0.003938,0
04/02/2015 23:57,21.23,25.23,0,454,0.003932,0
04/02/2015 23:57,21.29,25.29,0,458,0.003956,0
04/02/2015 23:58,21.2,25.2,0,456,0.00392,0
05/02/2015 00:00,21.245,25.245,0,456.5,0.003938,0
05/02/2015 00:01,21.245,25.245,0,458.5,0.003938,0
05/02/2015 00:02,21.26,25.26,0,459.6666667,0.003944,0
05/02/2015 00:03,21.245,25.245,0,464,0.003938,0
05/02/2015 00:04,21.245,25.2,0,465,0.003931,0
05/02/2015 00:04,21.29,25.2,0,461,0.003942,0
05/02/2015 00:06,21.245,25.2,0,458.5,0.003931,0
05/02/2015 00:07,21.29,25.2,0,459,0.003942,0
05/02/2015 00:08,21.29,25.2,0,451,0.003942,0
05/02/2015 00:08,21.29,25.2,0,456,0.003942,0
05/02/2015 00:10,21.29,25.2,0,463,0.003942,0
05/02/2015 00:10,21.29,25.2,0,461.6666667,0.003942,0
05/02/2015 00:11,21.29,25.2,0,458,0.003942,0
05/02/2015 00:13,21.29,25.2,0,450,0.003942,0
05/02/2015 00:14,21.29,25.2,0,457,0.003942,0
05/02/2015 00:15,21.29,25.2,0,456,0.003942,0
05/02/2015 00:16,21.29,25.2,0,456,0.003942,0
05/02/2015 00:16,21.29,25.2,0,461,0.003942,0
05/02/2015 00:17,21.29,25.2,0,463,0.003942,0
05/02/2015 00:19,21.29,25.2,0,460,0.003942,0
05/02/2015 00:20,21.29,25.2,0,456,0.003942,0
05/02/2015 00:21,21.29,25.2,0,454.5,0.003942,0
05/02/2015 00:22,21.29,25.2,0,448.5,0.003942,0
05/02/2015 00:23,21.29,25.2,0,453.5,0.003942,0
05/02/2015 00:23,21.29,25.2,0,454,0.003942,0
05/02/2015 00:24,21.29,25.2,0,454,0.003942,0
05/02/2015 00:26,21.29,25.245,0,450.5,0.003949,0
05/02/2015 00:27,21.29,25.245,0,453,0.003949,0
05/02/2015 00:28,21.2,25.2,0,457,0.00392,0
05/02/2015 00:29,21.2,25.2,0,452.5,0.00392,0
05/02/2015 00:29,21.2,25.2,0,449,0.00392,0
05/02/2015 00:30,21.2,25.2,0,458.6666667,0.00392,0
05/02/2015 00:32,21.2,25.2,0,454.5,0.00392,0
05/02/2015 00:33,21.2,25.245,0,455.5,0.003927,0
05/02/2015 00:34,21.2,25.245,0,453.5,0.003927,0
05/02/2015 00:35,21.2,25.29,0,452,0.003934,0
05/02/2015 00:36,21.2,25.29,0,451.5,0.003934,0
05/02/2015 00:36,21.2,25.29,0,451,0.003934,0
05/02/2015 00:38,21.16666667,25.35666667,0,450.3333333,0.003937,0
05/02/2015 00:39,21.16666667,25.39,0,450,0.003942,0
05/02/2015 00:40,21.15,25.39,0,453.5,0.003938,0
05/02/2015 00:40,21.1,25.39,0,454,0.003926,0
05/02/2015 00:42,21.15,25.39,0,452.5,0.003938,0
05/02/2015 00:42,21.1,25.39,0,454,0.003926,0
05/02/2015 00:43,21.1,25.39,0,457,0.003926,0
05/02/2015 00:45,21.1,25.46333333,0,450.3333333,0.003937,0
05/02/2015 00:46,21.1,25.5,0,451,0.003943,0
05/02/2015 00:47,21.1,25.5,0,451,0.003943,0
05/02/2015 00:48,21.05,25.445,0,449,0.003922,0
05/02/2015 00:49,21.1,25.5,0,449,0.003943,0
05/02/2015 00:49,21.05,25.445,0,450,0.003922,0
05/02/2015 00:51,21.05,25.445,0,449,0.003922,0
05/02/2015 00:52,21.1,25.5,0,445,0.003943,0
05/02/2015 00:53,21,25.39,0,443,0.003901,0
05/02/2015 00:53,21.1,25.5,0,446.5,0.003943,0
05/02/2015 00:55,21.1,25.5,0,446,0.003943,0
05/02/2015 00:55,21.1,25.5,0,451.5,0.003943,0
05/02/2015 00:56,21.1,25.39,0,445,0.003926,0
05/02/2015 00:58,21.1,25.39,0,449,0.003926,0
05/02/2015 00:59,21.1,25.39,0,451.6666667,0.003926,0
05/02/2015 01:00,21.1,25.39,0,452,0.003926,0
05/02/2015 01:01,21.1,25.39,0,451,0.003926,0
05/02/2015 01:01,21.05,25.34,0,450,0.003906,0
05/02/2015 01:02,21.1,25.39,0,450,0.003926,0
05/02/2015 01:04,21.1,25.39,0,448,0.003926,0
05/02/2015 01:05,21.1,25.39,0,450.6666667,0.003926,0
05/02/2015 01:06,21.1,25.39,0,450,0.003926,0
05/02/2015 01:07,21.15,25.39,0,446,0.003938,0
05/02/2015 01:08,21.1,25.39,0,444,0.003926,0
05/02/2015 01:08,21.125,25.39,0,447.5,0.003932,0
05/02/2015 01:09,21.13333333,25.39,0,443.3333333,0.003934,0
05/02/2015 01:11,21.1,25.34,0,443.5,0.003918,0
05/02/2015 01:12,21.1,25.34,0,444,0.003918,0
05/02/2015 01:13,21.15,25.34,0,449,0.00393,0
05/02/2015 01:14,21.2,25.29,0,449.3333333,0.003934,0
05/02/2015 01:14,21.15,25.29,0,448,0.003922,0
05/02/2015 01:15,21.15,25.245,0,449.5,0.003915,0
05/02/2015 01:17,21.2,25.245,0,450,0.003927,0
05/02/2015 01:18,21.2,25.2,0,447,0.00392,0
05/02/2015 01:19,21.2,25.2,0,446,0.00392,0
